Country,Power_Plant,Capacity_MW,Year_Commissioned,Operator,Type,Fuel,Location,Status,Construction_Start,Cost_Billion_USD,Safety_Rating
Northern Mariana Islands,Pacheco Group,467000,2021,Kennedy and Sons,Pressurized Water Reactor,Thorium,"North Kayla, Northern Mariana Islands",Decommissioned,2004,1.49,3
Japan,"Beard, Mejia and Dunlap",483800,2020,Henry Ltd,Pressurized Water Reactor,Mixed Oxide Fuel,"Hoganbury, Japan",Operational,1990,5.06,4
Croatia,Wolf-Clements,250100,1977,"Baker, Lee and Young",Pressurized Water Reactor,Mixed Oxide Fuel,"North Julie, Croatia",Planned,2022,1.49,1
Sudan,Johnson Group,373400,2002,Moore-Walker,Fast Breeder Reactor,Mixed Oxide Fuel,"South Calvin, Sudan",Operational,1971,5.19,5
Botswana,Sims PLC,176100,2009,Allen-Wagner,Pressurized Water Reactor,Uranium,"West Richardshire, Botswana",Operational,1989,4.49,5
Singapore,Ramos PLC,91500,2000,Powers-Price,Fast Breeder Reactor,Thorium,"Andreatown, Singapore",Under Construction,2013,4.55,4
Saint Helena,"King, Nelson and White",144900,2004,Anderson-Watson,Boiling Water Reactor,Mixed Oxide Fuel,"Davidbury, Saint Helena",Under Construction,2009,9.82,1
Germany,Torres-Lee,64200,2007,Anderson-Rowe,Boiling Water Reactor,Thorium,"Lake Dylanborough, Germany",Operational,2014,7.88,5
Kyrgyz Republic,"Freeman, Green and Carter",67300,1991,Perry Group,Pressurized Water Reactor,Uranium,"Port Christon, Kyrgyz Republic",Decommissioned,2018,5.54,5
Panama,Johnson-Hampton,428200,1982,Hicks Group,Boiling Water Reactor,Uranium,"Jenniferfort, Panama",Decommissioned,2016,5.57,5
Mongolia,"Williams, Schultz and Grant",128400,1987,Wilson Group,Fast Breeder Reactor,Mixed Oxide Fuel,"Greenland, Mongolia",Under Construction,2004,1.71,2
Comoros,Davenport Ltd,174700,1988,"Spencer, Riggs and Neal",Boiling Water Reactor,Uranium,"Port Kyle, Comoros",Planned,2018,2.11,4
Italy,"Johnson, Freeman and Garcia",423600,2003,Potter and Sons,Pressurized Water Reactor,Mixed Oxide Fuel,"East Victoria, Italy",Under Construction,2022,1.55,4
Pitcairn Islands,Ford Ltd,215400,1980,"Duarte, Zamora and Zamora",Fast Breeder Reactor,Thorium,"New Katelyn, Pitcairn Islands",Operational,2016,8.48,5
Macao,"Orr, Owens and Johnson",246900,1983,Tapia Group,Pressurized Water Reactor,Thorium,"Turnerside, Macao",Decommissioned,1991,9.29,2
Tuvalu,"Parsons, Phillips and Morrow",354600,2006,Neal and Sons,Fast Breeder Reactor,Thorium,"Joseville, Tuvalu",Decommissioned,1975,4.18,5
Ecuador,Castro-Jenkins,413100,2014,Sanders Ltd,Fast Breeder Reactor,Thorium,"Kristenbury, Ecuador",Under Construction,1992,4.04,1
Cocos (Keeling) Islands,Jones-Luna,160300,1990,"Morales, Patton and Alvarez",Fast Breeder Reactor,Uranium,"South Rachael, Cocos (Keeling) Islands",Planned,1994,5.41,5
France,Thomas-Wright,430600,2009,"Graves, Patel and Reyes",Fast Breeder Reactor,Mixed Oxide Fuel,"New Ashleeview, France",Under Construction,2008,4.95,2
Togo,"Robinson, Hooper and Greene",424800,2023,"Allen, Davis and Ortiz",Fast Breeder Reactor,Uranium,"Lorifort, Togo",Under Construction,1976,2.19,5
Liechtenstein,"Webb, Goodman and Turner",124900,2022,"Frank, Roy and Hughes",Fast Breeder Reactor,Mixed Oxide Fuel,"Lake Ashley, Liechtenstein",Planned,1984,5.04,2
Solomon Islands,"Schultz, Moses and Bailey",125200,2011,Murphy Ltd,Boiling Water Reactor,Mixed Oxide Fuel,"Kimberlyport, Solomon Islands",Decommissioned,2008,1.34,4
Croatia,Howell Group,249600,2018,"Morris, Molina and Perez",Fast Breeder Reactor,Mixed Oxide Fuel,"East Alyssashire, Croatia",Planned,1981,6.31,4
Isle of Man,Weaver Ltd,415100,1976,Webb-Frey,Pressurized Water Reactor,Uranium,"Christyland, Isle of Man",Decommissioned,2001,7.75,2
Mongolia,"Collins, Harris and Norris",470600,1985,Bell-Goodwin,Fast Breeder Reactor,Thorium,"South Haleyton, Mongolia",Decommissioned,2003,9.89,3
Reunion,"Cowan, Frazier and Ferguson",340300,1978,Diaz Inc,Pressurized Water Reactor,Thorium,"Ginaside, Reunion",Planned,2013,1.5,2
Guinea-Bissau,Johnson-Peterson,130200,2012,Armstrong-Kim,Fast Breeder Reactor,Mixed Oxide Fuel,"East Steven, Guinea-Bissau",Operational,1981,3.97,4
New Caledonia,"Sexton, Martin and Larsen",155700,2019,Pennington-Rodriguez,Fast Breeder Reactor,Mixed Oxide Fuel,"New Whitney, New Caledonia",Under Construction,2005,3.7,3
Turks and Caicos Islands,Francis-Wood,121300,1985,Walters Ltd,Pressurized Water Reactor,Uranium,"Williambury, Turks and Caicos Islands",Operational,1998,3.23,4
Jamaica,Petersen-Cantu,370900,1993,Garcia-Lawson,Boiling Water Reactor,Uranium,"North Marie, Jamaica",Decommissioned,2012,2.94,2
Georgia,West Group,251100,2008,Lee-Mcgee,Pressurized Water Reactor,Thorium,"North Monicaville, Georgia",Operational,2008,5.36,3
Belize,Davis LLC,96500,1980,"Medina, Figueroa and Williams",Pressurized Water Reactor,Thorium,"South Dawntown, Belize",Under Construction,2004,3.7,4
Paraguay,Johnson-Smith,318900,2008,Castro-Murray,Pressurized Water Reactor,Thorium,"Lake Alexisshire, Paraguay",Decommissioned,1999,1.8,2
Angola,Alvarez Ltd,232200,2018,"Robertson, Kelly and Rodgers",Fast Breeder Reactor,Thorium,"Jenningsmouth, Angola",Decommissioned,1977,1.3,5
United States Virgin Islands,"Brooks, Salinas and Martinez",349900,1991,"Hull, Pratt and Gonzales",Pressurized Water Reactor,Mixed Oxide Fuel,"Jeffreyview, United States Virgin Islands",Planned,1998,1.65,5
Croatia,"Jones, Murphy and Perez",452000,2015,"Gomez, Lucas and Cervantes",Boiling Water Reactor,Mixed Oxide Fuel,"Garyshire, Croatia",Decommissioned,2008,1.63,2
Finland,"Gonzalez, Daniels and Johnson",50800,1983,Barber-Richardson,Fast Breeder Reactor,Thorium,"Mendozaberg, Finland",Decommissioned,2021,8.93,2
Macao,Hendricks Inc,372300,2023,Sutton-Hines,Boiling Water Reactor,Mixed Oxide Fuel,"Steeleburgh, Macao",Under Construction,2003,4.96,3
Timor-Leste,"Fitzgerald, Hall and Livingston",171000,1970,Cox LLC,Boiling Water Reactor,Uranium,"Lake Steven, Timor-Leste",Operational,2017,9.81,5
Lao People's Democratic Republic,"Reed, Bernard and Murphy",450700,2002,Arnold-Hernandez,Fast Breeder Reactor,Uranium,"Priceland, Lao People's Democratic Republic",Operational,1985,9.33,2
Djibouti,Hernandez Ltd,171900,2016,Foster-Warner,Fast Breeder Reactor,Uranium,"Francisside, Djibouti",Operational,1993,9.34,1
Kyrgyz Republic,Mitchell and Sons,357000,1974,Brown Group,Pressurized Water Reactor,Uranium,"Tammyborough, Kyrgyz Republic",Planned,2008,5.98,1
Paraguay,Casey PLC,465700,1990,Green Ltd,Boiling Water Reactor,Uranium,"Angelaview, Paraguay",Planned,2018,4.62,4
New Zealand,Turner-Floyd,422200,2007,"Simon, Kerr and Johnson",Fast Breeder Reactor,Thorium,"West Michael, New Zealand",Planned,1976,6.69,1
Bulgaria,Horne-Carpenter,135500,2019,Martin PLC,Fast Breeder Reactor,Mixed Oxide Fuel,"West Richard, Bulgaria",Planned,2018,7.67,2
Mayotte,"Ward, James and Davis",321900,1983,"Brown, Gilbert and Jones",Boiling Water Reactor,Mixed Oxide Fuel,"Brownstad, Mayotte",Planned,2009,4.36,3
Niue,Frost-Curry,259700,1980,Horton PLC,Boiling Water Reactor,Thorium,"East Paul, Niue",Under Construction,1980,9.41,1
Fiji,"Estrada, Turner and Moreno",70800,2012,Hill-Roberts,Boiling Water Reactor,Uranium,"Shawport, Fiji",Under Construction,1973,4.94,5
Tajikistan,"Martin, Collins and Griffin",365000,2012,Morgan-Brooks,Pressurized Water Reactor,Mixed Oxide Fuel,"Jasonside, Tajikistan",Planned,1989,1.32,5
Korea,Evans-Medina,128300,1991,"Mccormick, Tucker and Guerrero",Fast Breeder Reactor,Thorium,"Williamsbury, Korea",Decommissioned,2012,6.18,2
Gibraltar,Chen-Hicks,154900,1977,Ramirez-Walsh,Boiling Water Reactor,Thorium,"Stacyfurt, Gibraltar",Under Construction,2020,3.87,3
Tonga,Hull Ltd,341600,2021,Gonzales LLC,Fast Breeder Reactor,Thorium,"Lake Kylehaven, Tonga",Operational,2006,9.43,3
Iraq,"Woodard, Thompson and Jenkins",317000,1992,"Barrett, Howe and Allen",Boiling Water Reactor,Mixed Oxide Fuel,"Walkerstad, Iraq",Planned,2013,4.13,2
Oman,Gutierrez-Day,296500,1980,Campbell Ltd,Boiling Water Reactor,Mixed Oxide Fuel,"Port Lauren, Oman",Planned,1989,6.05,4
Rwanda,Williams Inc,360600,2016,Jordan-Collins,Boiling Water Reactor,Thorium,"North Amyside, Rwanda",Operational,2001,7.15,2
Isle of Man,"Morrison, Walton and Hart",464600,1981,Cooke Inc,Pressurized Water Reactor,Uranium,"East Amyville, Isle of Man",Operational,2023,4.63,3
Senegal,"Mitchell, Kennedy and Chapman",446300,1982,Carlson LLC,Boiling Water Reactor,Thorium,"Craigfurt, Senegal",Operational,1984,6.4,4
Bhutan,Lucas-Mcmillan,137400,2014,Stanley-Jenkins,Pressurized Water Reactor,Mixed Oxide Fuel,"Lake Krystalhaven, Bhutan",Decommissioned,2017,8.96,5
Wallis and Futuna,Woods Ltd,122200,1984,Horne and Sons,Pressurized Water Reactor,Uranium,"Michaelport, Wallis and Futuna",Decommissioned,1982,9.61,4
Cook Islands,Jones Ltd,210600,1992,"Stein, Morgan and Cochran",Pressurized Water Reactor,Uranium,"Hendersonstad, Cook Islands",Decommissioned,1993,3.11,4
Puerto Rico,Espinoza-Chung,387200,2017,"Jensen, Jackson and Ford",Pressurized Water Reactor,Uranium,"Singhchester, Puerto Rico",Decommissioned,1988,3.79,4
Morocco,Mcdonald Group,493700,2006,Rodriguez-Guerrero,Pressurized Water Reactor,Mixed Oxide Fuel,"East Christopherside, Morocco",Decommissioned,2015,2.42,3
Palau,Grimes-West,226800,2023,Shah Group,Boiling Water Reactor,Uranium,"Waltersshire, Palau",Under Construction,1997,8.87,1
Mexico,"Bruce, Andrews and Leonard",402100,2017,Banks Ltd,Fast Breeder Reactor,Thorium,"South Matthew, Mexico",Operational,1985,6.87,1
Christmas Island,Mason Inc,335300,1996,"Ferguson, Craig and Whitehead",Fast Breeder Reactor,Uranium,"Port Justin, Christmas Island",Decommissioned,1997,5.17,3
Jordan,Garcia and Sons,228500,1976,Perez-Holloway,Boiling Water Reactor,Thorium,"Mooremouth, Jordan",Under Construction,1986,9.87,1
Saint Helena,"Solis, Pham and Brown",183000,2007,"Macdonald, Roberts and Robertson",Boiling Water Reactor,Thorium,"Schultztown, Saint Helena",Decommissioned,1997,8.55,4
Kazakhstan,Brown-Cooper,239800,1997,Newman-Kramer,Fast Breeder Reactor,Thorium,"Port Bryanhaven, Kazakhstan",Decommissioned,1972,4.61,3
Saint Martin,Martinez Group,257500,1971,Nelson-Ballard,Boiling Water Reactor,Uranium,"East Stephanie, Saint Martin",Operational,2006,1.34,2
American Samoa,Dunn PLC,204100,1979,"Williams, Foster and Lopez",Fast Breeder Reactor,Mixed Oxide Fuel,"South Amberville, American Samoa",Planned,2022,6.66,4
Montserrat,"Murphy, Levy and Lyons",332200,2002,Ballard-King,Boiling Water Reactor,Uranium,"North Shawnfort, Montserrat",Decommissioned,1987,2.91,1
Singapore,Underwood-Willis,92100,2016,Wise-White,Fast Breeder Reactor,Thorium,"Munozbury, Singapore",Under Construction,1999,9.35,4
French Guiana,Perez and Sons,288000,2009,Parker-Mcclure,Pressurized Water Reactor,Uranium,"North Edwardstad, French Guiana",Operational,1979,8.99,4
Belgium,Pope-Knight,323200,2009,"Hernandez, Quinn and Gardner",Fast Breeder Reactor,Thorium,"North Stephanie, Belgium",Under Construction,1970,9.97,3
Antarctica (the territory South of 60 deg S),"Becker, Mcguire and Compton",452500,1995,Hickman-Gentry,Boiling Water Reactor,Thorium,"New Ashleybury, Antarctica (the territory South of 60 deg S)",Decommissioned,1975,6.07,1
Solomon Islands,Osborne LLC,172700,2017,Moreno Inc,Fast Breeder Reactor,Uranium,"Saraburgh, Solomon Islands",Under Construction,2018,1.31,1
Tajikistan,Vazquez-Lambert,273900,1986,Thomas-Faulkner,Pressurized Water Reactor,Uranium,"East Jacqueline, Tajikistan",Under Construction,1974,9.56,2
Kenya,Hill-Stephens,362100,1992,Gates Ltd,Fast Breeder Reactor,Mixed Oxide Fuel,"South Sarah, Kenya",Decommissioned,1996,3.61,2
Benin,Curtis-Lara,252300,2023,Pruitt PLC,Boiling Water Reactor,Thorium,"North Melissa, Benin",Decommissioned,2006,5.09,1
Netherlands Antilles,Smith LLC,285700,2021,"Johnson, Williams and Silva",Boiling Water Reactor,Mixed Oxide Fuel,"Davidborough, Netherlands Antilles",Under Construction,2020,2.54,2
Jordan,"Farley, Lewis and Vasquez",327200,1974,Hill-Sellers,Pressurized Water Reactor,Mixed Oxide Fuel,"South Chadshire, Jordan",Operational,2015,5.1,3
Liberia,Johnson-Tapia,307300,1982,Bender-Malone,Boiling Water Reactor,Uranium,"New Seanmouth, Liberia",Operational,1980,1.9,4
Guernsey,Stanley Group,54200,1996,Howard-Mcdowell,Pressurized Water Reactor,Thorium,"Jamesburgh, Guernsey",Decommissioned,2005,7.54,5
Togo,Hammond LLC,418300,1981,Torres-Howell,Pressurized Water Reactor,Thorium,"West Michelle, Togo",Under Construction,2021,2.59,1
Mauritania,"Mathews, Boyd and Alexander",434900,1996,Harris LLC,Fast Breeder Reactor,Mixed Oxide Fuel,"Meganbury, Mauritania",Under Construction,1997,2.7,3
Venezuela,"Lowe, Thompson and Roberts",411200,1981,Neal-Hernandez,Pressurized Water Reactor,Thorium,"Tinaport, Venezuela",Operational,1993,3.64,3
Iran,Jones-Hanson,114100,1971,"Haynes, Hughes and Shaw",Pressurized Water Reactor,Mixed Oxide Fuel,"North Jaclyn, Iran",Planned,2005,8.26,5
Tuvalu,"Swanson, Fernandez and Randolph",346600,2017,"Jones, Dyer and Davis",Boiling Water Reactor,Thorium,"North Deniseside, Tuvalu",Under Construction,1981,1.28,1
Ghana,Peterson and Sons,372800,2008,Watts Group,Fast Breeder Reactor,Uranium,"East Caitlin, Ghana",Under Construction,1973,3.91,4
Cameroon,"Buckley, Gomez and Torres",389600,1979,Miller LLC,Fast Breeder Reactor,Thorium,"Lake Bryanville, Cameroon",Decommissioned,2021,2.35,3
Ghana,Stanley and Sons,485000,2019,"Davis, Crawford and Jordan",Boiling Water Reactor,Uranium,"Port Ashleyhaven, Ghana",Operational,1976,2.91,3
Ireland,Potts-Obrien,211800,1989,Walton Group,Boiling Water Reactor,Uranium,"East Patrickmouth, Ireland",Decommissioned,1986,1.36,1
South Africa,Jones-Thompson,394700,2006,Parker-Smith,Fast Breeder Reactor,Uranium,"West Josephtown, South Africa",Planned,1970,3.53,4
Haiti,"Lane, Guzman and Martinez",420900,2003,Bell Ltd,Pressurized Water Reactor,Thorium,"Port Shawn, Haiti",Decommissioned,1976,7.4,5
Panama,"Huff, Cruz and Mcdonald",63000,2016,Lewis Group,Pressurized Water Reactor,Mixed Oxide Fuel,"West Danielle, Panama",Operational,1981,1.85,5
New Zealand,Medina-Anderson,380100,1974,Brooks-Anderson,Boiling Water Reactor,Mixed Oxide Fuel,"New Kevinchester, New Zealand",Under Construction,2011,2.66,1
Belize,Carey Group,349400,2013,Griffin-Dunn,Pressurized Water Reactor,Thorium,"East Janice, Belize",Planned,1997,9.23,1
Mongolia,"Conrad, Haley and Cooper",484100,1993,Roman-Lopez,Boiling Water Reactor,Thorium,"Port Matthewmouth, Mongolia",Operational,2017,4.97,2
Tunisia,Larson Group,310400,2016,Dawson Ltd,Fast Breeder Reactor,Uranium,"Pamelahaven, Tunisia",Operational,2011,3.21,5
Nepal,Matthews-Bell,236400,2007,Franklin and Sons,Fast Breeder Reactor,Mixed Oxide Fuel,"Port Ryanborough, Nepal",Under Construction,1993,5.65,4
Macao,Fitzgerald LLC,97900,1989,Moore-Harris,Pressurized Water Reactor,Uranium,"West Stevenborough, Macao",Decommissioned,2015,1.81,3
Myanmar,"Smith, Trevino and Brown",292200,1996,Silva-Stevens,Fast Breeder Reactor,Uranium,"Stephensburgh, Myanmar",Operational,1972,8.6,3
Martinique,Barnes-Calderon,85600,1997,Bond Ltd,Fast Breeder Reactor,Thorium,"South Leah, Martinique",Operational,1971,2.07,4
Dominican Republic,"Pierce, Schmidt and Barnes",303000,1983,Hart and Sons,Pressurized Water Reactor,Thorium,"Charleneland, Dominican Republic",Under Construction,1993,8.56,3
Oman,Glass-Brown,498000,2014,"Gregory, Adams and Good",Fast Breeder Reactor,Uranium,"Danielside, Oman",Operational,1981,7.34,2
Indonesia,Brown-Wiley,480100,2003,"Schneider, Dodson and Jimenez",Fast Breeder Reactor,Thorium,"East Linda, Indonesia",Under Construction,2010,5.04,1
Turkey,"Wells, Brown and Hale",130900,1978,Pierce LLC,Boiling Water Reactor,Mixed Oxide Fuel,"Victoriaberg, Turkey",Decommissioned,2019,4.85,4
Gibraltar,Barker Ltd,220600,2019,Clarke-Patel,Boiling Water Reactor,Mixed Oxide Fuel,"Port Keithburgh, Gibraltar",Decommissioned,2019,3.4,3
Russian Federation,Mcguire LLC,319600,2023,Rios-Simpson,Fast Breeder Reactor,Thorium,"Port Susan, Russian Federation",Operational,1975,7.49,1
Bermuda,"Goodman, Horn and Smith",186700,2015,Vargas and Sons,Boiling Water Reactor,Mixed Oxide Fuel,"Lake Ryanbury, Bermuda",Planned,1979,6.34,3
Wallis and Futuna,Benson-Taylor,491400,1985,Moore LLC,Boiling Water Reactor,Thorium,"West Brendamouth, Wallis and Futuna",Under Construction,2012,5.96,3
Egypt,Evans-Jensen,379000,1976,Johnson Inc,Pressurized Water Reactor,Mixed Oxide Fuel,"North Jasonville, Egypt",Under Construction,2015,4.41,1
Tanzania,Downs-Rocha,455900,1973,Wise-Gardner,Fast Breeder Reactor,Mixed Oxide Fuel,"Port Matthew, Tanzania",Operational,2008,5.81,2
Timor-Leste,"Edwards, Sloan and Smith",480800,2001,"Hodges, Blair and Perez",Fast Breeder Reactor,Uranium,"East Vickie, Timor-Leste",Operational,2009,2.21,4
Northern Mariana Islands,Nunez-Lee,289700,1991,Delacruz PLC,Fast Breeder Reactor,Uranium,"North Bonnie, Northern Mariana Islands",Planned,1999,1.11,2
Uzbekistan,"Massey, Day and Sullivan",302800,2012,"Kennedy, Foster and Knox",Boiling Water Reactor,Mixed Oxide Fuel,"North James, Uzbekistan",Decommissioned,1973,3.82,5
Belize,Le and Sons,60800,2016,Lewis-Velazquez,Boiling Water Reactor,Thorium,"Thomastown, Belize",Under Construction,1977,1.51,4
Chad,"Scott, Scott and Bernard",419600,2007,"Bell, Terrell and Robinson",Boiling Water Reactor,Mixed Oxide Fuel,"Brookston, Chad",Under Construction,1989,9.28,4
Tajikistan,Fitzpatrick Group,288500,1987,Wong-Robinson,Boiling Water Reactor,Thorium,"Downsview, Tajikistan",Planned,1999,6.74,2
Palestinian Territory,Hernandez-Stevens,243500,1979,Graham-Lane,Fast Breeder Reactor,Uranium,"Barkermouth, Palestinian Territory",Decommissioned,1980,2.44,4
Nauru,Mckinney LLC,248800,1975,Erickson LLC,Fast Breeder Reactor,Uranium,"West Stevefurt, Nauru",Operational,2018,5.41,2
Singapore,Powers-Schmitt,322800,1970,Sanchez-Cruz,Pressurized Water Reactor,Thorium,"Port Timothyfurt, Singapore",Operational,1977,1.42,5
Georgia,Gonzalez PLC,322700,1970,Price-Chang,Pressurized Water Reactor,Thorium,"East Brian, Georgia",Operational,1996,4.25,5
Togo,Rodriguez Group,424100,2020,Greene-Fowler,Boiling Water Reactor,Thorium,"New Rubenbury, Togo",Under Construction,1985,3.7,3
Belarus,"Clark, Kidd and Wilkins",444400,2003,Carroll Ltd,Boiling Water Reactor,Thorium,"West Laura, Belarus",Planned,2021,4.11,4
Jamaica,Parker-Robertson,319100,2013,Thompson-White,Fast Breeder Reactor,Mixed Oxide Fuel,"Jasminemouth, Jamaica",Under Construction,1993,6.07,2
Eritrea,"Taylor, Forbes and Fletcher",104000,2009,Benson and Sons,Pressurized Water Reactor,Uranium,"East Garyville, Eritrea",Planned,1975,9.02,2
Argentina,Rodriguez PLC,420500,2002,"Mcgrath, Rodriguez and Thompson",Fast Breeder Reactor,Mixed Oxide Fuel,"South Markbury, Argentina",Operational,1988,6.08,3
Zambia,"Alvarez, Martin and Smith",254400,1971,"Johnson, Burton and Garcia",Pressurized Water Reactor,Mixed Oxide Fuel,"North Travisborough, Zambia",Operational,2023,4.54,3
Comoros,Smith LLC,329400,2022,Goodman-Jones,Boiling Water Reactor,Thorium,"Rickyhaven, Comoros",Under Construction,2021,3.39,2
Angola,Lowe-Caldwell,332600,1991,Santana PLC,Pressurized Water Reactor,Mixed Oxide Fuel,"Port Katrina, Angola",Under Construction,2006,9.74,2
Turkey,Sanders-Mccoy,236200,2023,White-Morris,Fast Breeder Reactor,Thorium,"East Mitchell, Turkey",Under Construction,1988,4.61,3
Syrian Arab Republic,Decker-David,309000,1998,Sloan-Allen,Fast Breeder Reactor,Mixed Oxide Fuel,"North Stevenville, Syrian Arab Republic",Under Construction,2007,9.93,3
Somalia,Haney-James,201700,1984,"Myers, Davis and Wall",Fast Breeder Reactor,Thorium,"Michaeltown, Somalia",Operational,2022,1.64,1
Chile,Brown-Newman,357500,1990,Valdez-Williams,Pressurized Water Reactor,Uranium,"Lake Scottview, Chile",Decommissioned,2007,7.85,1
Egypt,Johnson and Sons,132400,1982,Cooper-Murray,Pressurized Water Reactor,Uranium,"Sharonton, Egypt",Under Construction,2014,7.78,5
Russian Federation,Chapman-Mitchell,151300,2023,"Mays, Wade and Rogers",Fast Breeder Reactor,Uranium,"Port Jennifer, Russian Federation",Decommissioned,1982,5.1,2
Marshall Islands,"Perkins, Anderson and Rogers",188900,1982,Scott-Miller,Boiling Water Reactor,Mixed Oxide Fuel,"Baileyhaven, Marshall Islands",Operational,2008,4.1,2
Palau,"Boyd, Parker and Ray",93600,2016,Sanchez-Russell,Boiling Water Reactor,Uranium,"Lawrencebury, Palau",Operational,2022,1.97,2
Jordan,Martin Inc,76400,2009,Baker-Terry,Fast Breeder Reactor,Thorium,"Paulfurt, Jordan",Planned,1989,8.39,5
Mayotte,"Hurley, Green and Jackson",172400,1971,Rodriguez-Grant,Boiling Water Reactor,Uranium,"Megantown, Mayotte",Operational,2004,9.69,5
Armenia,Johnston PLC,321300,2012,"Martin, Norton and Long",Pressurized Water Reactor,Uranium,"East Amber, Armenia",Planned,1992,8.97,1
Suriname,West and Sons,373100,2017,"Jones, Park and Hensley",Boiling Water Reactor,Uranium,"Rodriguezfort, Suriname",Decommissioned,1989,9.25,3
Chile,Thompson-Christensen,458200,1999,"Martin, Walker and Garcia",Fast Breeder Reactor,Thorium,"Donchester, Chile",Under Construction,2017,1.68,3
Denmark,Jackson-Gutierrez,447300,2018,Smith Ltd,Fast Breeder Reactor,Mixed Oxide Fuel,"East Andrewside, Denmark",Decommissioned,2020,7.05,2
Northern Mariana Islands,Fernandez-Berry,455800,2005,Mcfarland-Wilson,Fast Breeder Reactor,Mixed Oxide Fuel,"Grayshire, Northern Mariana Islands",Decommissioned,2022,7.62,2
Nauru,Webb-Fisher,228400,2006,Flores Ltd,Boiling Water Reactor,Uranium,"South Tiffanymouth, Nauru",Planned,2021,7.68,5
Saint Lucia,Fry and Sons,174500,2002,Gonzalez-Wright,Boiling Water Reactor,Uranium,"North Philip, Saint Lucia",Decommissioned,1989,4.24,5
Myanmar,Smith LLC,179000,1972,Reese PLC,Fast Breeder Reactor,Mixed Oxide Fuel,"Mcdowelltown, Myanmar",Planned,2018,1.32,2
United States Virgin Islands,Gilbert Inc,379600,2010,Fitzgerald-Wilson,Pressurized Water Reactor,Mixed Oxide Fuel,"Port Ruben, United States Virgin Islands",Operational,2021,4.45,4
Senegal,Woodward and Sons,188900,2010,Keller-Edwards,Fast Breeder Reactor,Mixed Oxide Fuel,"New Kevinshire, Senegal",Planned,2003,6.65,3
Burundi,"Anderson, Rogers and Goodwin",170300,1997,"Kerr, Glenn and Smith",Fast Breeder Reactor,Mixed Oxide Fuel,"Hernandezberg, Burundi",Planned,1982,4.57,3
Malta,Willis-Cole,177800,1996,"Skinner, Long and Shaffer",Pressurized Water Reactor,Thorium,"Lake Melissafurt, Malta",Under Construction,2019,1.29,2
South Africa,Cook-Kennedy,465800,2017,Kerr-Crosby,Fast Breeder Reactor,Mixed Oxide Fuel,"Lake Pamelamouth, South Africa",Under Construction,1972,4.0,5
Haiti,Baker-Miller,139700,2014,"Fisher, Dyer and Wu",Fast Breeder Reactor,Uranium,"West William, Haiti",Planned,1995,7.22,3
San Marino,Vega-Keith,480200,2002,Smith-Johnson,Fast Breeder Reactor,Mixed Oxide Fuel,"Riverashire, San Marino",Operational,2016,2.54,5
Guernsey,Schultz Ltd,190900,2014,Watkins-Liu,Fast Breeder Reactor,Mixed Oxide Fuel,"New Christinahaven, Guernsey",Decommissioned,2010,6.32,4
Cuba,Davis-Dixon,71400,1987,"Porter, Barajas and Rogers",Pressurized Water Reactor,Thorium,"Douglasstad, Cuba",Operational,2022,7.34,4
Colombia,"Yoder, Kennedy and Fields",202600,1980,Sullivan Group,Fast Breeder Reactor,Uranium,"Craigfort, Colombia",Under Construction,1986,5.79,2
Equatorial Guinea,Martin Inc,417200,1982,Evans and Sons,Fast Breeder Reactor,Mixed Oxide Fuel,"Hannahstad, Equatorial Guinea",Operational,2014,3.37,3
Netherlands Antilles,Cruz-Gutierrez,265000,2004,Sloan Ltd,Fast Breeder Reactor,Mixed Oxide Fuel,"Lloydshire, Netherlands Antilles",Operational,2013,8.15,3
Kyrgyz Republic,Meadows-Smith,112700,2002,Thomas PLC,Fast Breeder Reactor,Mixed Oxide Fuel,"Markside, Kyrgyz Republic",Planned,2016,8.1,2
Pakistan,Hughes-Gonzalez,466100,2004,Rodriguez-Armstrong,Fast Breeder Reactor,Uranium,"Port Aprilfurt, Pakistan",Decommissioned,2018,1.17,1
New Zealand,Wall PLC,477700,2014,"Schneider, Barnett and Rich",Boiling Water Reactor,Thorium,"Jonesshire, New Zealand",Under Construction,1979,8.96,1
French Southern Territories,Smith PLC,393300,1992,Pratt PLC,Fast Breeder Reactor,Thorium,"Martinezfort, French Southern Territories",Decommissioned,1996,7.99,2
Tuvalu,"Riley, Rogers and Horn",317400,2016,Hernandez Ltd,Pressurized Water Reactor,Thorium,"Lake Michelle, Tuvalu",Under Construction,2013,3.47,4
Ukraine,"Dixon, Lowery and Green",438000,2010,Hopkins-York,Fast Breeder Reactor,Mixed Oxide Fuel,"Whitneyland, Ukraine",Decommissioned,2021,3.31,2
Pitcairn Islands,"Tucker, Randall and Frazier",367200,1978,"Graves, Hill and Washington",Fast Breeder Reactor,Mixed Oxide Fuel,"West Benjaminhaven, Pitcairn Islands",Under Construction,2013,7.13,1
Iraq,"Griffin, Sawyer and Arnold",63700,1994,Perez PLC,Fast Breeder Reactor,Thorium,"Annafort, Iraq",Operational,1993,4.12,4
Burundi,"Holt, Berger and Myers",477500,2023,"Mccarthy, Haley and Pugh",Boiling Water Reactor,Thorium,"Lake Amanda, Burundi",Decommissioned,1978,8.74,3
Kenya,"Nelson, Flowers and Ruiz",500000,2022,Watkins-Smith,Boiling Water Reactor,Thorium,"Melissaville, Kenya",Planned,1989,2.91,3
